time,seconds_elapsed,z,y,x
1763205797002440400,0.1184404296875,0.4747200012207031,0.11267495155334473,0.015607774257659912
1763205797018370600,0.13437060546875,0.11539363861083984,0.08770895004272461,-0.06679672002792358
1763205797034331000,0.150330810546875,0.02582550048828125,0.016237735748291016,-0.08571022748947144
1763205797050291200,0.166291259765625,0.24151611328125,0.006890773773193359,0.05419883131980896
1763205797066221300,0.18222119140625,0.6997833251953125,-0.020949363708496094,0.0904417335987091
1763205797082181600,0.198181640625,0.5524692535400391,-0.0724639892578125,0.039981842041015625
1763205797098111500,0.214111572265625,0.08930778503417969,-0.018974781036376953,-0.1326383650302887
1763205797114072000,0.230072021484375,-0.27103137969970703,0.03282880783081055,0.03939998149871826
1763205797130002000,0.246001953125,-0.48034095764160156,0.22464370727539062,0.14206689596176147
1763205797145962200,0.261962158203125,-0.14428138732910156,0.20342063903808594,0.42812269926071167
1763205797161892000,0.27789208984375,0.05786705017089844,0.0774388313293457,0.46413272619247437
1763205797177852700,0.293852783203125,-0.299591064453125,0.09083318710327148,0.404613733291626
1763205797193782500,0.309782470703125,-0.3330192565917969,0.16283345222473145,0.18029570579528809
1763205797209742800,0.325742919921875,0.2551126480102539,0.008203506469726562,0.08780819177627563
1763205797225673000,0.3416728515625,0.7469024658203125,-0.1085062026977539,0.10198211669921875
1763205797241633300,0.35763330078125,0.5633955001831055,0.07676196098327637,0.21795320510864258
1763205797257563100,0.373563232421875,-0.1029653549194336,0.27283453941345215,0.1716868281364441
1763205797273523700,0.389523681640625,-0.33697509765625,0.26523327827453613,0.028796672821044922
1763205797289453600,0.40545361328125,0.10851478576660156,0.09845256805419922,-0.09356051683425903
1763205797305414000,0.421413818359375,0.12439250946044922,0.0761110782623291,-0.030477583408355713
1763205797321344000,0.437343994140625,0.009102821350097656,0.27129292488098145,-0.05115753412246704
1763205797337304300,0.45330419921875,-0.234649658203125,0.22029972076416016,-0.05393940210342407
1763205797353234200,0.469234130859375,-0.4788675308227539,0.1436457633972168,-0.27684903144836426
1763205797369164000,0.4851640625,-0.44940948486328125,0.17925786972045898,-0.4848383963108063
1763205797385124600,0.50112451171875,-0.4780569076538086,0.268749475479126,-0.38946664333343506
1763205797401054500,0.517054443359375,-0.41362953186035156,0.4136927127838135,-0.11720651388168335
1763205797417014800,0.533014892578125,0.0929861068725586,0.31729769706726074,-0.23762810230255127
1763205797432945000,0.54894482421875,0.6257009506225586,0.06795668601989746,-0.4198671579360962
1763205797448905200,0.5649052734375,0.510106086730957,0.09080767631530762,-0.44557589292526245
1763205797464835000,0.5808349609375,0.15505504608154297,0.21896743774414062,-0.42222675681114197
1763205797480795600,0.596795654296875,0.12413501739501953,0.23188185691833496,-0.2964271903038025
1763205797496725500,0.6127255859375,0.32175445556640625,0.14306187629699707,-0.2707035541534424
1763205797512685800,0.628685791015625,0.3020343780517578,0.10504364967346191,-0.3833271265029907
1763205797528615700,0.64461572265625,0.47582244873046875,0.2624375820159912,-0.260492205619812
1763205797544545800,0.6605458984375,0.8489646911621094,0.25197815895080566,-0.15600532293319702
1763205797560506000,0.676506103515625,0.8880958557128906,0.21975302696228027,-0.15346816182136536
1763205797576466400,0.692466552734375,0.6454610824584961,0.36017847061157227,-0.2594798803329468
1763205797592427000,0.708427001953125,0.24977397918701172,0.5559718608856201,-0.05795764923095703
1763205797608356900,0.72435693359375,0.03611946105957031,0.5378680229187012,-0.048963338136672974
1763205797624317200,0.740317138671875,0.3655862808227539,0.4540278911590576,-0.21893972158432007
1763205797640277800,0.75627783203125,0.48577117919921875,0.42193174362182617,-0.13952398300170898
1763205797656207600,0.77220751953125,0.2756328582763672,0.4558866024017334,-0.022929653525352478
1763205797672168200,0.788168212890625,0.32443714141845703,0.4609355926513672,0.1130891740322113
1763205797688128500,0.80412841796875,0.6607456207275391,0.18306756019592285,0.06206253916025162
1763205797704058400,0.820058349609375,0.7711191177368164,-0.1837010383605957,-0.2026863992214203
1763205797720019000,0.83601904296875,0.5557489395141602,-0.2799406051635742,-0.22745490074157715
1763205797735948800,0.85194873046875,0.5336418151855469,-0.26438069343566895,-0.010049138218164444
1763205797751939600,0.867939697265625,0.5904712677001953,-0.38927793502807617,0.0824246034026146
1763205797767869700,0.88386962890625,0.8181066513061523,-0.6248692274093628,-0.10821355879306793
1763205797783830000,0.899830078125,1.0959224700927734,-0.8016176223754883,-0.308926522731781
1763205797799760000,0.915759765625,0.8241348266601562,-0.714692234992981,-0.34793615341186523
1763205797815720400,0.931720458984375,0.37134742736816406,-0.6699084043502808,-0.39871007204055786
1763205797831650300,0.947650390625,0.1405019760131836,-0.643939733505249,-0.5312861204147339
1763205797847580200,0.963580078125,-0.2756624221801758,-0.5298771858215332,-0.6004640460014343
1763205797863540500,0.97954052734375,-0.5640678405761719,-0.47264623641967773,-0.7114388942718506
1763205797879470600,0.995470703125,-0.8054275512695312,-0.42217183113098145,-0.7357895374298096
1763205797895431000,1.011430908203125,-0.8214330673217773,-0.3993384838104248,-0.7458739876747131
1763205797911360800,1.02736083984375,-0.20489025115966797,-0.5496232509613037,-0.7128618359565735
1763205797927321300,1.0433212890625,0.7257957458496094,-0.8842085599899292,-0.5915432572364807
1763205797943251200,1.059251220703125,1.4543828964233398,-1.157456636428833,-0.6808890700340271
1763205797959211500,1.07521142578125,2.2170867919921875,-1.3097985982894897,-0.9460150003433228
1763205797975141400,1.091141357421875,2.476893424987793,-1.4869953393936157,-1.164676547050476
1763205797991102000,1.10710205078125,1.4714908599853516,-1.3920979499816895,-1.2543425559997559
1763205798007031800,1.12303173828125,0.2340831756591797,-1.0814857482910156,-1.4646605253219604
1763205798022992100,1.1389921875,-0.6535625457763672,-0.7671428918838501,-1.4012019634246826
1763205798038922200,1.154922119140625,-1.1117572784423828,-0.6096713542938232,-1.4744575023651123
1763205798054882600,1.170882568359375,-1.4621405601501465,-0.659043550491333,-1.6613746881484985
1763205798070812400,1.1868125,-1.514214038848877,-0.7260396480560303,-1.5882151126861572
1763205798086773000,1.20277294921875,-1.3833179473876953,-0.45467472076416016,-1.104166030883789
1763205798102702800,1.218702880859375,-0.5502729415893555,-0.4380981922149658,-0.7381252646446228
1763205798118663200,1.2346630859375,0.048923492431640625,-0.34230566024780273,-0.4014503061771393
1763205798134593300,1.25059326171875,0.9502191543579102,-0.42264795303344727,-0.43665438890457153
1763205798150553600,1.2665537109375,1.1960868835449219,-0.6669528484344482,-0.5493047833442688
1763205798166514000,1.282513916015625,1.1675186157226562,-0.838458776473999,-1.0090006589889526
1763205798182444000,1.298444091796875,0.8119487762451172,-0.46714115142822266,-1.047828197479248
1763205798198404400,1.314404296875,0.2559375762939453,-0.3964369297027588,-0.9528633952140808
1763205798214364700,1.33036474609375,-0.6154289245605469,-0.18384408950805664,-0.8063322305679321
1763205798230294800,1.346294677734375,-0.8290386199951172,1.1550910472869873,0.3619655668735504
1763205798246255000,1.362255126953125,0.05032062530517578,-0.4000205993652344,-0.8994544744491577
1763205798262215400,1.37821533203125,-1.0191564559936523,0.4788949489593506,-0.912095844745636
1763205798278145500,1.3941455078125,-0.9130735397338867,0.2692081928253174,-1.015180230140686
1763205798294105900,1.41010595703125,-1.0613126754760742,0.6478798389434814,-0.5230017900466919
